Response_ID,今年的中秋節您有與家人團聚嗎？（延後到國慶連假也算）,今年中秋節（含國慶連假）團圓時您有烤肉嗎？,肉片:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,香腸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,黑輪:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,玉米:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,貢丸:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,米血:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,蔬菜:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,海鮮:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,雞翅、雞腿:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,豆干、豆腐:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,我喜歡的是：:請問在烤肉時，您最喜歡的食材是哪些？（可複選）,對於這種「到府烤肉」服務，您的感受是？,喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,不喜歡，因為…:對於這種「到府烤肉」服務，您的感受是？,如果大家都烤肉，您會覺得「不好玩」嗎？,如果大家都烤肉，您會覺得「不好玩」嗎？: Comments,無論您喜不喜歡烤肉，現在我們來談談對它的印象吧。 您覺得戶外的烤肉對您的健康有多大影響？,對您來說，烤肉費用的支出是不是一種負擔？,對您來說，烤肉費用的支出是不是一種負擔？: Comments,準備烤肉食材對您來說會不會很麻煩？,在烤肉活動中，請問下列哪一項是您最無法忍受的？,我最受不了的是：:在烤肉活動中，請問下列哪一項是您最無法忍受的？,在烤肉活動中，請問下列哪一項是您最無法忍受的？: Comments,您在不在意您烤肉時造成的污染嗎？,您在不在意您烤肉時造成的污染嗎？: Comments,請問這樣的活動對您來說有趣嗎？,請問您是否參與過這類的大型烤肉活動？,我覺得「封街烤肉」…,我覺得：:我覺得「封街烤肉」…,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,集體烤肉，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,自己烤，因為：:請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？,請問您比較喜歡「封街大家一起烤肉」，還是「自己家烤自己的」？: Comments,最後，我們來談談節慶與團聚。 請問您覺得一天之內自己可以自由支配的時間（用來做自己想做的事）大約有多少？,春節:請問您今年挑了什麼時間與全家團聚（可複選）？,端午:請問您今年挑了什麼時間與全家團聚（可複選）？,中秋:請問您今年挑了什麼時間與全家團聚（可複選）？,長假連假:請問您今年挑了什麼時間與全家團聚（可複選）？,平時週休或排假時:請問您今年挑了什麼時間與全家團聚（可複選）？,以上都沒有:請問您今年挑了什麼時間與全家團聚（可複選）？,說回到烤肉，請問您明年會不會想全家人一起烤肉？,"平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","我有其他想法：:平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？","平時用社群媒體（Line, Facebook等）與家人聯繫感情。您覺得夠不夠？: Comments",大家圍著烤肉比其他活動要較為容易聯絡感情。,"「請問您多常使用手機上的社群媒體（Line, FB等）APP與家人聯絡？」",請問您使用手機與家人聯絡時，比較喜歡使用文字簡訊（例如Line留言），還是使用講話（含視訊）？,關於性別，您會以生理性別或社會性別來描述自己？,Gender,Social_gender,Bornyear,Edu,Residence,Job,Other_Job
264,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,2,,,2,,2,2,5,,3,,,,3,,,,4,5,,6,3,,,2,2,1,,1,5,1993,大學,1,學生,
265,2,2,,,,,,,,,,,,1,,,2,,2,2,,1,2,,,1,,2,2,5,,4,,,,2,,,,4,,,5,3,,,2,2,1,,1,4,1993,研究所以上,1,學生,
268,1,1,,,,,,6,7,,9,,,3,,,2,,2,2,,2,2,,,1,,2,2,2,,3,,,,2,1,2,3,,5,,8,3,,,1,2,1,,0,0,1988,大學,4,事務工作人員,
269,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,2,1,3,,3,,,,2,1,,3,4,5,,3,4,,,2,2,2,,0,0,1962,大學,14,服務工作人員及銷售員,
270,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,1,,,1,,2,2,4,,3,,,,3,1,,,,,,5,3,,,2,2,1,,1,3,1980,大學,2,其他,
271,1,1,1,,,,5,,7,,9,,,3,,,2,,2,2,,2,2,,,1,,2,1,4,,3,,,,2,1,,,4,,,6,3,,,1,2,1,,1,0,1970,高中/職,4,技術員及助理專業人員,
272,1,1,,,,,,,7,,,,,3,,,2,,1,2,,1,5,,,2,,1,1,2,,3,,,,1,,2,,,,,7,2,,,1,1,2,,1,0,1984,專科,11,事務工作人員,
273,1,1,,,,,5,,,,,,,1,,,1,,2,2,,1,2,,,2,,2,1,3,,3,,,,2,,,3,,,,6,2,,,1,2,2,,1,0,1967,研究所以上,11,技術工作及有關工作人員,
274,1,1,1,,,,,,,8,,,,3,,,2,,2,1,,1,5,,,2,,2,2,5,,3,,,,3,,,,4,,,6,3,,,1,2,1,,1,0,1971,研究所以上,15,服務工作人員及銷售員,
275,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,3,,,,4,,,3,2,,,2,1,1,,1,0,1982,大學,2,服務工作人員及銷售員,
277,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,5,,,2,,2,2,4,,3,,,,3,,,,4,,,5,3,,,2,1,1,,0,0,1994,研究所以上,8,學生,
278,1,2,,,,,,,,,,,,3,,,1,,1,3,,1,2,,,3,,2,2,4,,3,,,,1,1,2,3,4,,,2,3,,,2,1,1,,0,0,1996,大學,2,學生,
279,1,1,1,2,,,,,7,,9,,,3,,,2,,2,2,,1,1,,,1,,1,1,5,,3,,,,2,,,3,4,,,8,3,,,2,1,1,,0,4,1995,大學,14,學生,
280,1,1,1,2,,,,,,,,,,3,,,2,,2,2,,1,2,,,1,,2,2,4,,3,,,,3,1,,3,,,,8,3,,,1,1,1,,1,0,1985,研究所以上,15,其他,
281,2,2,,,,,,,,,,,,92,,不吃,1,,2,1,,1,1,,,1,,2,2,4,,99,,,,4,,,,,,99,0,4,,,2,4,1,,0,0,1971,專科,4,事務工作人員,
283,1,1,1,,,,,,,,,,,1,,,2,,3,1,,1,1,,,1,,2,2,4,,3,,,,4,,,,,5,,5,3,,,1,3,2,,1,0,1983,大學,14,事務工作人員,
284,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,1,5,,3,,,,1,1,,3,,5,,8,3,,,2,1,1,,1,0,1980,大學,14,農/林/漁/牧工作人員,
286,1,2,,,,,,,,,,,,92,,不喜歡吃烤肉,2,,1,1,,1,1,,,1,,2,2,4,,3,,,,2,,,,4,,,0,3,,,1,1,1,,0,0,1991,,4,,
287,1,2,,,,,,,,,,,,3,,,2,,2,3,,1,4,,,2,,2,2,4,,3,,,,2,1,2,3,4,5,,5,4,,,2,2,2,,1,0,1987,研究所以上,8,技術工作及有關工作人員,
288,1,2,,,,,,,,,,,,3,,,2,,1,2,,1,1,,,1,,2,2,4,,3,,,,1,1,,3,4,5,,6,2,,,2,1,1,,0,0,1996,大學,8,學生,
289,1,1,1,,3,,5,,,8,,,,1,,,2,,1,1,,1,1,,,1,,2,2,5,,4,,,,3,,,,,5,,6,2,,,1,1,1,,0,0,1978,專科,4,事務工作人員,
290,1,1,1,2,,4,5,6,7,8,9,10,,3,,,2,,1,1,,1,1,,,1,,1,2,1,,3,,,,2,,,,4,,,7,3,,,2,1,2,,0,0,1972,國/初中,4,家管,
292,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,4,,,2,,2,2,4,,3,,,,2,1,,,,,,7,2,,,1,1,2,,0,0,1974,大學,12,服務工作人員及銷售員,
293,1,1,,,,4,,,7,,,10,,3,,,2,,1,1,,1,2,,,1,,2,2,5,,3,,,,3,,,,,5,,4,3,,,2,2,2,,0,0,1996,大學,8,學生,
294,2,1,1,2,,4,,6,7,8,9,10,,3,,,2,,2,1,,1,5,,,2,,2,2,4,,3,,,,2,,,,4,,,5,3,,,1,1,1,,0,0,1998,大學,1,服務工作人員及銷售員,
295,1,2,,,,,,,,,,,,2,,,2,,1,1,,2,2,,,1,,2,2,4,,3,,,,1,,,,,5,,3,4,,,2,1,2,,1,0,1987,研究所以上,16,事務工作人員,
297,1,2,,,,,,,,,,,,2,,,1,,1,2,,1,4,,,2,,2,2,4,,4,,,,2,1,,3,4,,,2,2,,,2,2,2,,0,0,1993,研究所以上,15,學生,
298,1,2,,,,,,,,,,,,2,,,2,,2,1,,1,4,,,1,,2,2,4,,4,,,,2,1,,3,4,,,1,2,,,2,2,2,,0,0,1993,研究所以上,15,學生,
299,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,2,,,2,,1,2,2,,3,,,,2,1,,,,,,6,3,,,1,2,1,,0,0,1976,大學,1,專業人員,
300,1,1,1,2,,,5,,,8,9,,,1,,,2,,2,2,,1,2,,,1,,1,2,4,,3,,,,2,,,3,4,,,6,2,,,1,2,1,,0,0,1983,高中/職,4,服務工作人員及銷售員,
301,2,2,,,,,,,,,,,,1,,,2,,2,3,,1,5,,,2,,2,2,5,,4,,,,3,1,,,,5,,5,2,,,2,1,1,,1,0,1988,大學,8,專業人員,
302,1,2,,,,,,,,,,,,1,,,1,,2,2,,1,1,,,1,,2,1,5,,99,,,,1,1,2,3,4,5,,6,90,我跟家人天天見面所以不用社群聯繫。,,2,4,2,,0,0,1978,大學,8,其他,
303,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,5,,,2,,2,2,4,,3,,,,1,1,2,3,4,5,,7,3,,,2,2,1,,0,0,1992,大學,9,事務工作人員,
304,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,4,,,1,,1,1,2,,1,,,,3,,,,,5,,10,4,,,1,1,1,,0,4,2000,高中/職,8,學生,
305,2,2,,,,,,,,,,,,2,,,1,,1,1,,1,1,,,1,,2,2,5,,4,,,,4,,,,,,99,5,3,,,2,2,1,,0,0,1981,專科,2,事務工作人員,
306,1,1,1,2,3,4,5,6,7,8,9,10,,2,,,2,,2,2,,1,2,,,1,,1,2,2,,3,,,,3,1,2,3,4,,,7,4,,,2,1,1,,0,4,1986,大學,8,事務工作人員,
307,1,1,1,,,4,,,7,8,,,,3,,,2,,2,2,,1,2,,,2,,1,2,3,,4,,,,2,1,,3,,,,6,2,,,1,2,1,,1,0,1974,專科,14,服務工作人員及銷售員,
308,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,1,,,1,,2,2,5,,3,,,,2,1,,3,,5,,6,4,,,1,1,2,,1,0,1970,高中/職,14,技術員及助理專業人員,
309,2,2,,,,,,,,,,,,3,,,2,,2,2,,1,5,,,3,,2,2,90,人少比較自在,3,,,,1,1,,,4,,,5,2,,,2,2,1,,1,0,1985,大學,9,待業或無業,
310,2,2,,,,,,,,,,,,92,,不想吃烤肉,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,2,,,,,,99,0,2,,,2,2,1,,1,0,1989,大學,8,技術工作及有關工作人員,
311,1,1,1,2,3,4,5,6,7,8,9,10,,2,,,2,,2,2,,2,2,,,1,,1,2,4,,3,,,,2,1,2,3,4,,,7,3,,,1,2,1,,0,0,1986,大學,12,事務工作人員,
312,1,2,,,,,,,,,,,,3,,,1,,3,1,,1,1,,,3,,2,2,5,,99,,,,4,1,,,,,,0,4,,,2,4,1,,1,0,1985,研究所以上,8,技術員及助理專業人員,
313,1,2,,,,,,,,,,,,2,,,2,,2,1,,1,2,,,2,,2,2,90,不喜歡，很吵+空氣不好,3,,,,2,,,,4,,,2,2,,,1,2,1,,0,0,1995,大學,13,學生,
314,1,2,,,,,,,,,,,,3,,,1,,1,3,,1,1,,,1,,2,2,5,,99,,,,3,1,,,,,,1,4,,,2,1,2,,1,0,1955,高中/職,1,退休,
315,1,2,,,,,,,,,,,,2,,,2,,2,3,,1,5,,,1,,1,2,1,,1,,,,3,1,,3,4,,,5,2,,,2,1,1,,0,0,1990,大學,8,事務工作人員,
316,1,2,,,,,,,,,,,,92,,空污,1,,1,3,,1,1,,,1,,2,2,5,,99,,,,3,1,,,,,,0,4,,,2,1,1,,1,0,1968,專科,21,專業人員,
317,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,5,,,2,,1,2,2,,3,,,,3,1,2,3,4,5,,7,3,,,1,2,1,,0,0,1989,,8,,
318,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,2,,,1,,2,2,5,,4,,,,2,1,,,,,,2,3,,,2,2,1,,0,0,1993,研究所以上,15,學生,
319,1,2,,,,,,,,,,,,1,,,2,,2,1,,1,1,,,1,,2,2,3,,3,,,,3,,,3,,5,,2,3,,,2,1,2,,0,0,1992,大學,14,服務工作人員及銷售員,
321,1,1,,,,,5,,7,,,,,2,,,1,,1,2,,1,2,,,1,,1,2,3,,1,,,,3,,2,,,,,3,2,,,2,3,1,,1,0,1965,專科,4,技術員及助理專業人員,
322,1,2,,,,,,,,,,,,1,,,2,,1,2,,1,1,,,1,,1,2,3,,1,,,,3,1,,,4,,,3,3,,,2,1,1,,1,0,1979,研究所以上,14,其他,
323,1,1,1,2,,,5,,,,,,,2,,,2,,2,2,,1,2,,,1,,1,2,3,,3,,,,3,,2,3,,,,6,3,,,1,1,1,,1,0,1970,,,,
324,1,1,,,,4,,,,,,,,2,,,1,,1,2,,1,4,,,1,,1,1,2,,3,,,,2,,,3,,,,6,2,,,1,1,2,,1,0,1979,大學,11,機械設備操作工及組裝工,
325,2,2,,,,,,,,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,2,,,,,5,,7,2,,,2,2,2,,0,4,1983,高中/職,8,待業或無業,
327,1,2,,,,,,,,,,,,92,,家裡不烤肉,1,,1,2,,1,1,,,1,,2,1,5,,99,,,,3,,,,,5,,0,3,,,2,4,1,,0,0,1955,專科,15,家管,
328,1,1,1,2,3,4,5,6,7,8,9,10,,3,,,2,,1,2,,2,2,,,2,,1,1,2,,1,,,,1,1,2,3,4,,,10,3,,,1,1,1,,0,0,1975,專科,14,事務工作人員,
329,1,1,1,2,3,4,5,6,7,8,9,10,,1,,,2,,3,3,,2,5,,,3,,1,1,1,,1,,,,1,1,2,3,,,,10,1,,,1,1,1,,0,0,1986,大學,4,服務工作人員及銷售員,
330,1,1,1,2,3,,,,,8,9,,,3,,,2,,2,2,,1,2,,,2,,2,2,4,,3,,,,2,1,2,3,,5,,5,3,,,2,2,2,,1,0,1992,大學,15,技術工作及有關工作人員,
331,1,2,,,,,,,,,,,,3,,,2,,2,3,,1,2,,,1,,2,1,5,,3,,,,3,1,2,3,4,5,,5,4,,,2,3,2,,1,0,1974,專科,8,事務工作人員,
332,1,2,,,,,,,,,,,,92,,氣氛很奇怪,2,,2,2,,1,2,,,1,,2,2,4,,3,,,,3,1,2,3,4,5,,4,2,,,2,1,1,,1,0,1989,大學,8,事務工作人員,
333,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,2,,,1,,2,2,4,,99,,,,2,,,3,,,,5,3,,,2,2,1,,0,0,1993,大學,2,事務工作人員,
334,1,1,1,2,3,,,6,,8,,,,3,,,2,,2,2,,1,2,,,2,,2,2,5,,3,,,,3,1,,3,,,,7,3,,,1,2,1,,1,0,1977,大學,14,技術工作及有關工作人員,
336,1,1,1,,,,,,7,8,,,,1,,,2,,2,2,,1,2,,,2,,2,2,4,,4,,,,3,,,3,,,,3,2,,,2,2,1,,0,0,1983,大學,8,事務工作人員,
337,1,2,,,,,,,,,,,,2,,,2,,2,2,,1,5,,,1,,1,2,3,,2,,,,2,1,,,,5,,5,3,,,2,2,1,,1,0,1976,專科,2,服務工作人員及銷售員,
338,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,1,,,1,,2,2,4,,3,,,,2,1,2,3,4,,,4,3,,,2,1,1,,1,0,1986,大學,15,專業人員,
339,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,1,,,1,,1,2,5,,3,,,,2,1,2,3,4,,,5,3,,,2,1,2,,0,0,1971,專科,15,專業人員,
340,1,1,1,2,3,4,5,6,7,8,9,,,3,,,2,,2,2,,1,4,,,1,,2,2,4,,3,,,,3,,,3,4,,,6,3,,,1,2,2,,0,0,1983,大學,2,技術員及助理專業人員,
341,1,1,1,,3,,,6,,8,9,,,3,,,2,,2,2,,2,3,,,2,,2,1,4,,3,,,,2,1,2,3,4,5,,10,3,,,2,1,2,,1,0,1979,研究所以上,14,專業人員,
342,2,2,,,,,,,,,,,,92,,覺得吃烤肉不健康,1,,1,2,,1,4,,,1,,2,2,5,,99,,,,1,1,2,,,5,,2,3,,,2,2,1,,0,0,1957,高中/職,15,家管,
343,1,2,,,,,,,,,,,,3,,,2,,2,2,,2,4,,,1,,1,2,2,,3,,,,1,1,2,3,4,5,,6,3,,,2,1,1,,1,0,1993,大學,1,學生,
344,1,1,,,,,,,7,,,,,1,,,2,,2,1,,1,5,,,1,,1,1,1,,3,,,,4,1,,,,,,7,1,,,2,1,2,,1,0,1994,專科,13,專業人員,
345,1,2,,,,,,,,,,,,2,,,1,,2,2,,1,1,,,1,,2,2,5,,99,,,,1,,,,,5,,0,3,,,2,2,2,,1,0,1966,專科,8,專業人員,
346,1,2,,,,,,,,,,,,90,偶爾有人服務也不錯,,2,,1,2,,1,3,,有人會放煙火慶祝，很吵雜,1,,2,2,4,,3,,,,3,1,2,,4,,,10,3,,,2,1,1,,0,0,1993,大學,10,學生,
347,1,2,,,,,,,,,,,,92,,乾脆去燒烤店吃算了,1,,2,2,,1,1,,,1,,2,2,90,就是台灣特色,3,,,,2,,,,,5,,6,3,,,1,3,2,,1,0,1975,大學,15,服務工作人員及銷售員,
348,2,2,,,,,,,,,,,,92,,烤物致癌，很少吃,2,大家具再一起很好玩 但不一定要烤肉 煮火鍋也可以啊,1,3,,1,1,,垃圾+空氣,1,嚴重破壞空氣,1,2,90,我覺得熱鬧我喜歡但是我不響造成空氣汙染,1,,,但是還是不建議烤肉....,1,1,,,,5,,5,3,,,2,1,1,,0,0,1981,專科,2,事務工作人員,
349,1,1,1,2,,4,,6,7,8,9,10,,1,,,2,,1,1,,1,2,,,1,,1,2,2,,4,,,,3,1,2,3,4,5,,3,3,,,1,2,2,,1,0,1989,研究所以上,8,專業人員,
350,1,1,1,2,,4,5,6,7,8,9,10,,3,,,2,,2,2,,2,1,,,2,,2,2,4,,3,,,,3,1,2,3,4,,,6,2,,,1,1,1,,1,4,1971,專科,1,其他,
351,1,1,1,2,,,,,,,9,,,3,,,2,,2,2,,2,3,,,2,,2,2,5,,3,,,,1,,,3,,,,10,2,,,1,1,1,,0,4,1984,高中/職,14,機械設備操作工及組裝工,
352,1,1,1,,,,,,,8,,,,3,,,2,,2,2,,2,5,,,3,,2,1,90,不喜歡，人太多很不方便,3,,,,1,,,,,5,,2,2,,,1,1,1,,0,0,1990,大學,15,服務工作人員及銷售員,
354,1,1,1,,,,,6,7,,9,,,3,,,2,,2,2,,2,4,,,2,,2,2,5,,4,,,,2,1,2,3,4,,,6,3,,,2,2,2,,0,0,1992,大學,4,學生,
355,1,1,1,2,,,,,,,9,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,2,1,,,4,,,7,2,,,1,2,1,,0,0,1976,大學,4,服務工作人員及銷售員,
356,2,2,,,,,,,,,,,,2,,,2,,1,1,,1,4,,,1,,1,2,5,,3,,,,2,,,,,5,,4,2,,,2,2,1,,0,0,1993,大學,12,學生,
357,1,2,,,,,,,,,,,,2,,,2,,1,2,,1,90,燒焦，對健康有害,,1,,1,2,3,,1,,,,3,,,,,,99,4,2,,,2,1,1,,0,0,1990,研究所以上,4,學生,
358,1,2,,,,,,,,,,,,3,,,2,,2,3,,1,1,,,1,,2,2,5,,99,,,,1,1,2,3,,,,2,4,,,2,1,1,,0,0,1963,大學,8,退休,
360,2,2,,,,,,,,,,,,92,,不愛烤肉,2,,1,1,,1,1,,,1,,2,2,5,,99,,,,3,,,,,5,,0,2,,,2,1,1,,0,0,1979,大學,15,非技術工及體力工,
361,2,1,1,2,,4,,,,,,,,3,,,2,,1,1,,1,4,,,2,,1,2,1,,3,,,,2,,,3,,,,5,2,,,2,2,1,,1,2,1995,大學,8,學生,
362,1,1,1,,,,,,7,,,,90,2,,,1,覺得為什麼中秋節就要烤肉?,1,1,,1,2,,,1,,2,2,4,,3,,,比較喜歡去燒烤店烤,3,1,,3,,5,,4,90,平常都跟家人住一起,,1,1,1,,0,0,1988,大學,1,事務工作人員,
363,2,1,,,3,4,,,7,8,,,,3,,,2,,1,1,,1,2,,,1,,2,1,5,,4,,,,2,,,,,5,,8,3,,,2,1,1,,0,0,1970,,,,
364,1,2,,,,,,,,,,,,3,,,1,,1,2,,1,1,,,1,,2,2,5,,99,,,,3,1,,3,4,5,,1,3,,,2,1,1,,1,0,1986,大學,8,技術工作及有關工作人員,
365,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,1,,,1,,2,2,5,,99,,,,2,,,,,5,,4,3,,,2,2,2,,1,0,2003,國/初中,15,學生,
366,1,1,1,2,,4,,,,,,,,3,,,2,,1,1,,1,2,,,1,,2,2,4,,3,,,,3,,,3,,,,9,3,,,1,1,1,,0,0,1982,大學,4,其他,
367,2,2,,,,,,,,,,,,2,,,1,,3,2,,1,1,,,1,,2,2,5,,4,,,,2,,,,,5,,5,2,,,1,1,1,,0,0,1978,高中/職,1,事務工作人員,
368,1,1,1,,3,,,6,,8,9,10,,3,,,2,,2,2,,1,2,,,2,,1,2,2,,3,,,,2,1,2,3,4,5,,7,2,,,1,1,1,,1,0,1973,研究所以上,15,技術員及助理專業人員,
370,1,1,1,,3,,,,,,,,,3,,,2,,2,1,,2,2,,,2,,1,2,2,,1,,,,2,1,,3,4,,,7,2,,,1,1,1,,0,0,1996,大學,15,學生,
371,1,1,1,2,3,4,5,6,7,,9,,,3,,,2,,1,2,,2,1,,,1,,2,2,5,,3,,,,2,,,,,,99,5,2,,,2,2,1,,1,0,1962,專科,8,民意代表/行政主管/企業主管及經理人員,
372,1,1,1,2,,,,,,,,,,3,,,2,,2,2,,1,1,,,2,,2,2,5,,4,,,,1,1,2,3,4,,,6,3,,,1,1,2,,0,0,1990,研究所以上,14,技術工作及有關工作人員,
373,1,1,,,,,,,,8,,,,1,,,1,,2,2,,1,4,,,2,,1,1,3,,2,,,,2,,2,,,,,6,1,,,1,2,2,,0,0,1928,高中/職,11,退休,
374,1,1,1,,,,5,,,,,,90,3,,,2,,2,1,,1,2,,,1,,1,2,5,,3,,,,2,1,2,3,4,5,,3,3,,,2,2,2,,1,0,1994,大學,8,學生,
375,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,5,,,2,,2,2,4,,3,,,,3,1,,3,,5,,5,2,,,1,2,1,,1,0,1985,大學,2,事務工作人員,
376,2,1,1,,,,,,,8,,,,3,,,2,,1,2,,2,90,蚊蟲,,1,,2,2,4,,3,,,,2,,,,,5,,6,3,,,1,1,2,,0,0,1990,研究所以上,15,學生,
378,1,1,1,,,,,,,8,,,,3,,,2,,1,2,,1,2,,,1,,2,2,5,,3,,,,3,1,,3,4,5,,10,3,,,2,1,1,,0,0,1992,大學,6,技術工作及有關工作人員,
379,1,2,,,,,,,,,,,,3,,,2,,1,1,,1,1,,,1,,2,2,5,,3,,,,3,1,2,3,4,5,,8,4,,,1,1,2,,0,0,1993,大學,15,待業或無業,
380,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,1,,,1,,2,1,4,,3,,,,2,,,,4,,,2,3,,,2,1,1,,1,0,1984,大學,2,專業人員,
381,2,2,,,,,,,,,,,,2,,,2,,1,1,,1,3,,,1,,2,2,4,,4,,,,2,1,,,,,,5,1,,,2,1,1,,0,0,1991,大學,11,待業或無業,
383,1,1,1,,3,,,,7,,,10,,2,,,2,,2,2,,1,2,,,2,,1,2,2,,2,,,,1,1,,3,,5,,10,3,,,1,1,1,,0,0,1983,專科,4,技術員及助理專業人員,
384,1,2,,,,,,,,,,,,3,,,2,,2,2,,1,1,,,1,,2,2,5,,3,,,,1,1,2,3,4,5,,5,2,,,2,1,1,,0,0,1993,大學,2,學生,
385,1,2,,,,,,,,,,,,3,,,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,2,1,2,3,,5,,0,4,,,1,2,2,,0,0,1992,研究所以上,14,學生,
387,1,2,,,,,,,,,,,,1,,,1,,1,1,,1,1,,,1,,2,2,5,,99,,,,2,1,2,3,4,,,0,4,,,2,2,1,,0,0,1984,大學,15,其他,
388,1,2,,,,,,,,,,,,1,,,2,,2,2,,1,90,不熟或烤焦,,3,,1,2,2,,1,,,,2,,,,,5,,4,3,,,2,3,1,,0,0,1992,大學,15,專業人員,
389,1,1,1,,,,,,,,,,,3,,,1,,2,1,,1,5,,,2,,1,1,2,,2,,,,1,,,3,,,,6,2,,,1,1,1,,0,0,2000,國/初中,11,學生,
390,1,1,1,,3,,,,7,,,10,,3,,,2,,2,2,,1,2,,,2,,1,1,3,,2,,,,2,,,,4,,,7,2,,,1,1,1,,1,0,1960,大學,2,服務工作人員及銷售員,
391,2,2,,,,,,,,,,,,3,,,1,,2,2,,2,2,,,2,,2,2,4,,3,,,,3,1,,,,,,3,2,,,2,2,2,,0,0,1985,研究所以上,14,學生,
392,2,2,,,,,,,,,,,,1,,,2,,1,1,,1,4,,,1,,1,2,4,,2,,,,2,1,,,,,,2,2,,,2,2,1,,1,0,1982,研究所以上,19,技術員及助理專業人員,
393,1,2,,,,,,,,,,,,3,,,2,,1,1,,2,2,,,1,,2,2,2,,3,,,,3,1,,3,,5,,10,3,,,2,2,2,,0,0,1997,高中/職,19,學生,
394,2,1,1,,3,,5,,,8,,10,,1,,,2,,3,2,,2,5,,,2,,2,2,4,,3,,,,3,,,,,,99,5,2,,,1,1,1,,0,0,1966,高中/職,15,家管,
395,1,1,1,2,,,,,,,9,,,3,,,2,,2,1,,1,1,,,2,,2,2,4,,3,,,,1,1,2,3,4,5,,10,2,,,1,1,1,,0,0,1993,大學,14,學生,
396,1,2,,,,,,,,,,,,3,,,2,,2,1,,1,1,,,2,,1,2,2,,3,,,,3,1,,,,,,3,2,,,1,2,2,,0,0,1992,大學,14,其他,
397,1,1,1,2,,,,,,8,9,,,3,,,2,,2,2,,1,2,,,1,,2,2,4,,3,,,,2,1,2,3,,,,8,3,,,1,2,1,,0,0,1995,大學,4,學生,
398,1,1,1,2,,,,,7,,9,,,2,,,2,,2,2,,2,1,,,1,,1,1,2,,2,,,,2,,2,3,4,,,9,3,,,1,1,1,,0,0,1986,大學,6,專業人員,
399,1,1,1,,,,,,7,8,,,,3,,,2,,2,2,,1,1,,,1,,2,2,4,,3,,,,1,1,2,3,4,5,,10,3,,,1,2,1,,0,0,1995,大學,14,學生,
400,1,2,,,,,,,,,,,,1,,,2,,2,2,,2,2,,,2,,2,1,4,,4,,,,2,,,,4,,,5,2,,,2,1,1,,1,0,1989,大學,14,服務工作人員及銷售員,
402,1,1,1,2,3,,5,,7,8,9,,,3,,,2,,2,3,,2,5,,,3,,1,1,2,,3,,,,1,1,2,3,4,5,,9,3,,,1,1,1,,1,0,1977,大學,8,民意代表/行政主管/企業主管及經理人員,
405,1,1,1,2,,,,,,,,,,1,,,2,烤肉就只是一活動，好不好玩則牽涉到參與的人。,2,2,,1,2,,,1,,1,2,2,,3,,,,3,1,,,,,,6,4,,,2,2,1,,1,0,1984,大學,2,事務工作人員,
406,1,1,,2,,,5,6,,,,,,3,,,2,,3,1,,2,5,,,2,,1,2,1,,3,,,,2,1,,3,,,,10,4,,,1,1,1,,0,0,1981,大學,9,事務工作人員,
408,1,1,1,2,3,4,,,,8,9,,,1,,,2,,2,2,,1,4,,,2,,1,1,2,,3,,,,2,1,2,3,,,,8,3,,,1,1,2,,0,0,1971,專科,1,家管,
